#{"t_start": 1566325745.872492, "env_id": null}
r,l,t
5,35,0.697848
35,88,0.87093
21,60,0.981321
18,60,1.090567
4,46,1.190861
12,49,1.285616
9,50,1.386055
14,44,1.504414
44,98,1.816395
15,43,1.956225
8,43,2.072637
4,61,2.205122
23,65,2.328161
13,43,2.404871
29,115,2.636247
7,62,2.750226
4,35,2.813384
13,46,2.91184
8,55,3.038855
13,60,3.211428
4,68,3.41622
25,67,3.647608
4,51,3.843736
9,50,4.035977
5,54,4.237875
7,44,4.380181
14,60,4.573122
12,50,4.670464
5,47,4.756661
10,58,4.868193
8,54,4.97209
5,49,5.059203
30,71,5.19838
35,78,5.353823
0,87,5.543789
0,49,6.158885
0,50,6.266648
14,69,6.42945
27,93,6.618711
13,68,6.764435
12,64,6.899288
17,64,7.049149
32,72,7.253237
8,37,7.357384
11,46,7.485068
4,71,7.674389
36,127,7.957246
12,88,8.134635
17,73,8.296648
29,83,8.463548
7,43,8.540253
0,67,8.677015
11,47,8.771048
8,43,8.854632
3,58,8.974839
4,46,9.069591
13,77,9.271989
30,78,9.501348
13,60,9.674201
27,82,9.911705
7,101,10.187101
6,74,10.366606
10,91,10.577332
14,51,10.694997
6,58,10.84935
21,107,11.490833
8,82,11.647658
4,62,11.771593
12,74,11.945711
13,54,12.052118
4,73,12.195429
18,56,12.33733
1,68,12.469343
34,80,12.626079
19,78,12.802009
23,75,12.978335
17,89,13.241918
23,98,13.485622
11,77,13.642925
42,124,13.951537
4,62,14.117445
2,38,14.210033
10,62,14.343976
6,69,14.485765
19,81,14.651246
20,68,14.7824
0,56,14.90842
27,84,15.125011
13,50,15.237925
17,60,15.345589
26,90,15.533606
36,88,15.721765
8,71,16.298479
6,68,16.45615
6,89,16.632241
6,86,16.813769
28,94,17.020893
11,81,17.193903
14,160,17.531241
30,118,17.797917
14,81,17.982284
11,84,18.177068
16,86,18.350596
7,129,18.62114
13,104,18.990838
30,132,19.503982
0,80,19.717937
15,117,19.959578
2,65,20.104741
15,87,20.323416
29,104,20.640139
12,51,20.768245
8,68,20.97824
20,76,21.218832
0,70,21.380112
18,101,22.008948
21,67,22.145477
9,74,22.317515
46,126,22.684934
7,77,22.907227
14,85,23.105834
15,73,23.291077
0,79,23.489775
13,80,23.707562
20,76,23.904658
14,76,24.077619
1,81,24.23382
14,77,24.386205
7,51,24.484556
29,93,24.782855
12,64,24.916795
26,94,25.142056
3,83,25.374511
21,77,25.528053
24,91,25.701308
12,85,25.896205
24,91,26.1015
5,75,26.271038
13,74,26.436249
0,42,26.532507
42,108,27.177685
14,65,27.323069
2,75,27.482572
14,52,27.593129
9,69,27.801969
23,93,28.148153
24,79,28.403196
0,81,28.670943
39,104,29.063974
36,89,29.32287
40,88,29.495364
42,151,29.81952
28,99,30.017267
35,82,30.21748
24,89,30.453148
8,58,30.578743
40,136,30.892632
35,98,31.171798
7,68,31.342708
25,110,31.581975
4,97,31.791451
11,87,32.016483
1,86,32.229031
31,99,32.894511
25,86,33.067641
25,69,33.203444
0,97,33.400834
28,80,33.558477
17,91,33.749038
67,150,34.123299
18,100,34.345124
21,97,34.564616
22,84,34.754389
1,81,34.976245
36,122,35.235781
25,86,35.411837
8,77,35.573342
32,138,35.854503
12,87,36.036399
13,91,36.226045
75,145,36.53928
37,104,36.747693
18,101,36.974781
31,81,37.130036
13,75,37.702344
38,134,38.023211
3,60,38.140311
78,133,38.456458
25,85,38.734016
9,46,38.871283
44,107,39.14139
45,201,39.601946
49,125,39.927874
32,106,40.149888
32,97,40.354443
13,91,40.535036
54,131,40.819526
26,101,41.034005
0,86,41.207265
5,108,41.430456
58,134,41.725346
19,73,41.880404
64,193,42.703802
0,74,42.858209
43,133,43.130111
14,60,43.243735
68,135,43.583188
62,140,43.976346
46,164,44.320428
38,93,44.517325
60,171,44.953553
66,133,45.278768
25,77,45.456556
13,111,45.709899
9,74,45.858924
3,74,46.016258
21,108,46.249736
23,86,46.437098
18,74,46.600187
11,91,46.815292
12,84,46.985421
5,70,47.127566
27,97,47.722857
36,112,48.005534
10,116,48.39495
0,77,48.547906
62,242,49.08303
47,101,49.307537
39,117,49.576003
17,74,49.767312
42,110,50.177801
11,81,50.452085
0,87,50.650072
47,129,51.123206
107,249,51.708343
41,159,52.034905
10,94,52.264851
22,94,52.498285
34,116,52.807312
36,126,53.492669
31,112,53.72266
64,146,54.019179
12,106,54.249327
52,127,54.553376
95,220,55.053862
16,86,55.233036
28,110,55.478682
63,155,55.801139
0,83,55.988211
22,101,56.19741
6,117,56.452527
15,88,56.642706
81,157,57.066404
61,154,57.411285
44,109,57.649557
46,117,57.895927
4,69,58.437381
37,129,58.719813
32,120,58.966938
67,153,59.319139
7,98,59.606021
4,94,59.827359
41,313,60.608984
37,127,60.884063
0,107,61.145022
8,86,61.368711
21,87,61.634898
55,141,62.010874
38,116,62.271587
41,126,62.61622
4,98,62.875019
51,133,63.190407
31,159,63.942323
52,113,64.168937
72,168,64.53429
75,147,64.884652
50,125,65.251429
59,132,65.532571
89,252,66.081518
0,81,66.281855
29,113,66.563818
68,151,66.922443
19,93,67.133582
37,120,67.391727
48,149,67.730829
51,127,68.046355
45,105,68.254405
174,254,69.208267
78,169,69.571644
38,136,69.879472
40,133,70.219689
95,175,70.610743
43,169,70.957938
58,149,71.267386
85,175,71.675055
0,95,71.883054
19,112,72.18841
90,166,72.637344
18,140,72.987009
26,118,73.241522
50,136,73.556382
16,116,74.183012
0,108,74.429091
37,198,74.892051
27,136,75.19681
62,153,75.55155
29,113,75.805479
32,177,76.223335
101,200,76.644858
14,100,76.868626
27,125,77.139641
48,129,77.449243
61,194,77.93438
135,241,78.430696
0,88,78.992021
53,159,79.512648
31,124,79.863776
150,232,80.364181
33,135,80.642059
23,112,80.868742
38,122,81.179475
14,102,81.59341
0,109,81.974507
105,186,82.45788
4,222,83.009981
28,137,83.332438
30,137,83.637827
35,129,84.072975
46,153,85.039315
25,135,85.340532
35,146,85.647776
16,126,85.924376
43,138,86.237816
46,144,86.555384
59,161,86.919161
34,141,87.270401
27,157,87.649421
0,146,87.972323
25,113,88.274799
37,129,88.559319
11,120,88.925314
55,152,89.428571
62,151,89.748667
110,222,90.631538
33,136,90.921443
96,205,91.406053
65,185,91.92153
0,109,92.222679
95,195,92.684711
22,195,93.158228
72,193,93.580327
47,146,93.868806
28,126,94.151946
46,151,94.496183
73,173,94.854424
78,192,95.72852
38,230,96.570529
47,152,97.01198
0,106,97.229486
28,154,97.553611
46,138,97.847831
75,210,98.294233
45,142,98.617811
46,144,98.97307
78,173,99.338566
6,123,99.594539
19,148,100.09487
8,103,100.439256
78,237,101.581517
87,202,102.040377
45,142,102.355489
0,145,102.678025
65,154,102.999197
30,128,103.28876
99,195,103.799639
46,128,104.180525
100,231,104.861644
79,168,105.318371
8,112,105.624837
70,158,106.010345
52,167,106.759048
89,185,107.15818
12,123,107.417515
26,123,107.75559
21,120,108.163134
51,140,108.472387
48,147,108.817884
0,95,109.037983
50,146,109.345881
22,140,109.680785
46,147,109.994518
13,115,110.237686
41,143,110.591061
33,128,110.955384
135,259,111.521484
75,170,112.314779
54,147,112.634926
26,118,112.872776
45,165,113.22582
16,133,113.568785
18,123,113.840786
62,175,114.258093
47,160,114.588969
4,115,114.831753
61,205,115.289678
47,138,115.636606
156,260,116.264671
0,115,116.526577
0,94,117.104371
73,259,117.700379
71,164,118.143841
99,190,118.670753
40,134,119.003519
35,139,119.288478
45,172,119.779789
39,127,120.156428
35,135,120.488976
61,164,120.862707
9,113,121.089513
48,165,121.485944
121,230,122.480379
78,173,122.860597
23,136,123.159538
18,123,123.403321
43,147,123.715667
38,141,124.019677
95,196,124.480654
18,122,124.781448
17,125,125.032676
146,264,125.615787
23,132,125.928327
11,134,126.234792
111,212,126.722952
32,173,127.522664
82,222,128.035031
2,128,128.301385
13,153,128.625831
36,142,128.986189
51,153,129.317181
28,129,129.5895
177,305,130.251012
25,198,130.694321
55,167,131.0934
98,219,131.584694
59,195,132.193139
86,197,133.251062
25,121,133.577773
66,174,133.959937
85,198,134.422004
112,250,135.190404
10,133,135.622166
12,144,135.97406
87,202,136.643416
144,275,137.307441
47,189,137.707701
39,154,138.05993
30,155,138.894536
103,218,139.366048
31,136,139.687189
53,166,140.065585
64,161,140.405849
28,129,140.698679
120,236,141.365113
0,118,141.657494
47,151,141.999434
13,169,142.37955
81,181,142.813675
94,196,143.263767
59,176,144.029534
64,173,144.436138
57,170,144.806506
46,151,145.125248
74,197,145.617205
48,146,145.939684
170,275,146.558549
151,358,147.377437
28,139,147.76757
66,412,149.2552
0,195,149.731541
120,228,150.440842
41,129,150.804486
80,228,151.307639
51,166,151.699612
25,137,151.99436
20,142,152.286114
28,141,152.580858
51,168,152.942959
23,142,153.286615
31,163,153.719394
28,153,154.489615
52,206,155.012313
85,213,155.483646
20,128,155.745952
77,307,156.56266
66,182,157.006901
58,195,157.516481
123,235,158.208248
55,160,158.602118
43,159,158.947011
0,121,159.201922
165,293,160.398383
45,162,160.76199
39,205,161.190172
67,240,161.779025
91,250,162.351144
71,196,162.787151
104,245,163.326397
24,160,163.701019
61,237,164.36913
36,161,165.379304
81,212,165.897124
155,261,166.733301
183,297,167.383977
40,169,167.859385
43,171,168.32054
94,221,168.886557
50,178,169.272513
23,145,169.676571
0,147,169.998708
68,223,170.493155
93,211,171.379575
51,144,171.762213
46,150,172.127867
63,194,172.694964
79,218,173.276305
63,187,173.682178
0,127,173.961332
50,198,174.423642
63,172,174.837759
128,234,175.362309
37,191,175.79678
141,276,176.906945
57,201,177.386596
23,137,177.770407
0,119,178.069209
0,131,178.35515
83,199,178.786878
118,246,179.36765
38,171,179.784291
50,154,180.198725
94,283,180.985008
32,158,181.328449
29,154,182.060342
65,183,182.554512
36,165,182.903563
71,198,183.364164
19,152,183.718088
61,175,184.167227
49,172,184.634077
71,202,185.055965
47,183,185.44179
112,274,186.087565
57,179,186.511779
56,165,187.287736
33,134,187.583891
76,219,188.102929
98,213,188.545866
78,209,189.186085
0,127,189.540844
4,141,189.9578
53,188,190.44642
26,152,190.765176
11,134,191.026781
82,191,191.526228
20,178,192.132015
83,211,193.015961
80,218,193.481965
48,213,194.084516
57,173,194.56545
39,177,194.984481
83,222,195.542031
45,174,195.935859
166,298,196.592599
80,208,197.032401
65,167,197.485578
64,186,198.377596
76,188,198.779676
74,195,199.193225
42,188,199.615322
234,338,200.437206
46,168,200.810081
0,131,201.104312
92,219,201.642662
88,193,202.087728
88,199,202.622107
59,200,203.598648
35,145,203.912697
0,133,204.278752
18,168,204.663419
66,267,205.37261
0,133,205.687025
79,197,206.153019
98,235,206.762268
55,205,207.260451
54,179,207.654786
54,219,208.155668
56,172,208.923843
57,191,209.366282
31,156,209.716717
52,177,210.161418
127,293,210.950781
37,192,211.395573
153,263,211.976381
22,154,212.326125
3,138,212.649568
21,155,213.120682
67,188,213.90026
84,198,214.346167
111,227,214.820376
41,159,215.210537
47,166,215.621333
0,133,215.961409
61,193,216.397692
38,207,216.831877
29,173,217.249805
71,179,217.63722
0,136,217.918053
72,195,218.490944
130,252,219.42456
55,226,219.98543
78,192,220.429513
61,191,220.975412
81,205,221.667001
152,277,222.484308
34,200,222.979741
11,190,223.412607
12,183,223.892095
54,199,224.387536
82,209,225.260848
90,223,225.78336
68,182,226.162354
61,178,226.58623
47,170,227.021475
24,189,227.456076
8,155,227.782935
76,219,228.243509
66,196,228.67636
35,164,229.030269
58,180,229.961057
47,169,230.362068
7,161,230.72573
50,175,231.139132
44,172,231.526404
153,273,232.134117
32,180,232.593501
50,183,233.219544
43,246,233.919285
125,320,234.88079
135,322,236.054981
30,198,236.483179
98,228,236.966084
67,199,237.431082
65,203,237.897575
20,143,238.223701
47,196,238.650215
